id,is_fraud,days_since_policy_start,claim_amount,num_prior_claims_12mo,submission_delay_days,incident_time_of_day,provider_claim_frequency,claim_vs_policy_limit_ratio
TRAIN-09204,False,259,44409.11,1,88,17,7,1.056
TRAIN-09205,False,237,27878.61,4,88,15,3,1.047
TRAIN-09206,False,303,64373.77,0,4,21,1,0.776
TRAIN-09207,False,312,74287.52,2,24,21,2,1.079
TRAIN-09208,False,356,6431.19,5,2,22,5,0.066
TRAIN-09209,False,164,27395.91,2,17,17,2,0.283
TRAIN-09210,False,319,53130.54,3,21,22,2,0.59
TRAIN-09211,False,37,19814.55,3,50,12,1,0.218
TRAIN-09212,False,271,58177.63,3,30,12,4,0.615
TRAIN-09213,False,110,1303.88,1,80,13,1,0.038
TRAIN-09214,False,336,52615.44,1,26,19,2,0.687
TRAIN-09215,False,28,38616.48,2,15,12,4,0.732
TRAIN-09216,False,324,13606.09,4,9,9,1,0.213
TRAIN-09217,False,16,70870.97,1,84,7,2,1.029
TRAIN-09218,False,110,66438.18,0,76,8,1,0.778
TRAIN-09219,False,310,6643.14,1,71,19,5,0.25
TRAIN-09220,False,10,64452.27,3,65,10,3,1.161
TRAIN-09221,False,340,55054.45,1,69,9,1,1.366
TRAIN-09222,False,163,69252.24,1,66,19,1,1.054
TRAIN-09223,False,190,38158.92,1,46,23,2,0.46
TRAIN-09224,False,249,49594.86,3,55,22,1,0.892
TRAIN-09225,False,254,42880.63,0,36,19,1,1.162
TRAIN-09226,False,103,49378.31,4,67,18,1,1.085
TRAIN-09227,False,354,54554.9,2,23,21,1,1.52
TRAIN-09228,False,21,60660.1,4,32,10,4,0.641
TRAIN-09229,False,328,20139.27,1,4,8,2,0.373
TRAIN-09230,False,296,41481.36,3,26,18,1,0.55
TRAIN-09231,False,56,25522.13,1,45,22,2,0.337
TRAIN-09232,False,55,20849.94,2,34,23,5,0.228
TRAIN-09233,False,142,24665.07,1,72,12,3,0.65
TRAIN-09234,False,214,14659.41,0,87,20,1,0.195
TRAIN-09235,False,37,69147.64,0,75,18,2,2.194
TRAIN-09236,False,361,22207.87,2,49,17,2,0.492
TRAIN-09237,False,300,4869.5,2,44,21,1,0.079
TRAIN-09238,False,197,9168.82,0,1,11,1,0.223
TRAIN-09239,False,328,25784.99,3,75,19,1,0.274
TRAIN-09240,False,267,25438.11,0,22,17,1,0.337
TRAIN-09241,False,148,16478.36,0,34,23,2,0.167
TRAIN-09242,False,274,49503.12,2,50,8,2,0.796
TRAIN-09243,False,166,33252.47,0,51,22,7,0.579
TRAIN-09244,False,110,59793.73,1,86,6,3,0.641
TRAIN-09245,False,298,49569.14,4,29,7,1,0.96
TRAIN-09246,False,316,52640.21,2,59,20,1,0.91
TRAIN-09247,False,129,16520.15,0,0,20,1,0.328
TRAIN-09248,False,16,8709.93,5,25,12,1,0.089
TRAIN-09249,False,149,64886.15,5,11,21,4,0.661
TRAIN-09250,False,250,52623.02,1,54,13,1,0.534
TRAIN-09251,False,183,17962.06,0,18,18,6,0.207
TRAIN-09252,False,25,9614.94,2,40,10,2,0.104
TRAIN-09253,False,107,69032.58,0,89,22,5,0.958
TRAIN-09254,False,173,35491.69,1,70,15,2,0.364
TRAIN-09255,False,191,63009.03,0,89,8,1,1.116
TRAIN-09256,False,262,13387.12,0,29,15,1,0.16
TRAIN-09257,False,280,7344.25,1,56,14,1,0.079
TRAIN-09258,False,258,51805.64,0,10,17,7,0.614
TRAIN-09259,False,53,58207.52,2,75,14,2,0.723
TRAIN-09260,False,287,57432.63,1,89,13,1,0.678
TRAIN-09261,False,135,32696.06,0,13,23,4,0.383
TRAIN-09262,False,206,47941.05,2,40,14,2,1.133
TRAIN-09263,False,239,21773.92,1,39,20,1,0.486
TRAIN-09264,False,346,55933.43,1,25,9,5,0.758
TRAIN-09265,False,308,40724.69,1,16,13,1,0.699
TRAIN-09266,False,53,51435.55,2,42,17,1,0.606
TRAIN-09267,False,82,62390.94,1,75,20,2,0.804
TRAIN-09268,False,11,20696.82,0,89,16,6,0.316
TRAIN-09269,False,212,6742.6,0,24,10,1,0.1
TRAIN-09270,False,17,30187.02,0,64,20,2,0.369
TRAIN-09271,False,134,54115.93,1,4,6,1,1.799
TRAIN-09272,False,2,73251.34,2,76,21,3,1.145
TRAIN-09273,False,171,34703.73,2,8,18,4,0.371
TRAIN-09274,False,200,51692.41,1,74,11,2,0.791
TRAIN-09275,False,100,29451.55,2,90,21,3,0.422
TRAIN-09276,False,291,36774.01,2,68,11,5,0.588
TRAIN-09277,False,296,38610.75,0,89,13,2,0.424
TRAIN-09278,False,56,67932.08,0,16,14,1,0.841
TRAIN-09279,False,42,45911.17,2,19,18,1,0.84
TRAIN-09280,False,147,65675.04,4,52,12,4,0.747
TRAIN-09281,False,75,70206.36,4,42,6,2,0.953
TRAIN-09282,False,239,55375.83,3,84,15,2,0.83
TRAIN-09283,False,6,56526.21,3,73,16,1,1.215
TRAIN-09284,False,4,2619.45,1,72,10,1,0.031
TRAIN-09285,False,114,49805.98,3,12,15,5,0.561
TRAIN-09286,False,146,14842.95,1,65,7,4,0.342
TRAIN-09287,False,237,65018.06,0,34,11,2,0.723
TRAIN-09288,False,17,58792.69,2,51,19,2,1.409
TRAIN-09289,False,352,66772.73,0,59,16,5,2.012
TRAIN-09290,False,78,1387.47,0,40,23,3,0.049
TRAIN-09291,False,197,909.7,4,19,14,2,0.033
TRAIN-09292,False,87,48246.17,5,10,13,4,0.605
TRAIN-09293,False,98,35064.67,3,2,7,2,0.728
TRAIN-09294,False,316,51710.09,0,18,13,3,0.582
TRAIN-09295,False,168,27783.3,1,75,12,1,0.278
TRAIN-09296,False,4,3326.42,2,67,10,3,0.039
TRAIN-09297,False,154,20418.68,2,75,9,1,0.283
TRAIN-09298,False,52,510.84,0,84,21,1,0.015
TRAIN-09299,False,97,30862.55,0,48,14,8,0.581
TRAIN-09300,False,56,72640.09,0,17,11,1,2.171
TRAIN-09301,False,344,53551.46,0,73,17,1,1.99
TRAIN-09302,False,126,13827.5,3,20,9,1,0.202
TRAIN-09303,False,350,10612.99,2,40,22,6,0.23
TRAIN-09304,False,96,37370.77,0,22,10,1,0.828
TRAIN-09305,False,317,6818.94,3,6,8,3,0.077
TRAIN-09306,False,174,17162.99,0,11,6,2,0.282
TRAIN-09307,False,329,22639.6,2,22,23,1,0.482
TRAIN-09308,False,335,64939.01,1,15,15,3,1.901
TRAIN-09309,False,293,35390.11,1,68,8,2,0.821
TRAIN-09310,False,341,8404.85,3,13,9,2,0.099
TRAIN-09311,False,108,55005.47,3,88,20,10,1.781
TRAIN-09312,False,150,8671.62,4,38,23,2,0.101
TRAIN-09313,False,209,20046.32,0,18,6,3,0.282
TRAIN-09314,False,97,47574.84,2,24,19,4,1.326
TRAIN-09315,False,354,50289.81,5,78,20,1,0.508
TRAIN-09316,False,360,9907.29,2,81,16,2,0.177
TRAIN-09317,False,238,46604.8,0,54,20,7,1.534
TRAIN-09318,False,73,35061.81,3,78,15,5,0.45
TRAIN-09319,False,50,17506.9,0,73,20,1,0.206
TRAIN-09320,False,128,48822.16,0,80,20,5,0.822
TRAIN-09321,False,102,1717.74,1,70,22,2,0.026
TRAIN-09322,False,224,62145.71,1,7,10,5,1.747
TRAIN-09323,False,360,26175.28,0,1,10,2,0.82
TRAIN-09324,False,200,59029.4,1,32,16,3,1.815
TRAIN-09325,False,222,56261.17,0,43,23,1,1.673
TRAIN-09326,False,10,30856.67,0,82,23,1,0.533
TRAIN-09327,False,34,21598.55,1,4,16,3,0.375
TRAIN-09328,False,314,58299.65,2,61,10,3,1.544
TRAIN-09329,False,289,38735.48,0,31,13,1,0.388
TRAIN-09330,False,116,14798.65,0,26,6,3,0.418
TRAIN-09331,False,308,34301.02,1,25,12,1,0.348
TRAIN-09332,False,91,68265.96,4,64,16,3,2.417
TRAIN-09333,False,186,30307.14,0,67,6,9,0.683
TRAIN-09334,False,27,25881.81,3,55,17,4,0.301
TRAIN-09335,False,41,44002.73,1,32,13,4,0.531
TRAIN-09336,False,18,19206.39,3,90,15,5,0.247
TRAIN-09337,False,359,42465.65,3,17,6,3,0.923
TRAIN-09338,False,188,20643.02,1,23,22,1,0.236
TRAIN-09339,False,232,66714.1,1,36,15,6,0.716
TRAIN-09340,False,95,63054.85,0,79,16,3,0.687
TRAIN-09341,False,152,12068.69,4,76,19,4,0.478
TRAIN-09342,False,143,46327.0,0,82,16,1,0.476
TRAIN-09343,False,156,72946.72,1,86,18,4,2.429
TRAIN-09344,False,223,15194.13,1,21,22,3,0.511
TRAIN-09345,False,173,54127.3,1,20,17,1,1.648
TRAIN-09346,False,259,44534.81,3,48,11,1,1.354
TRAIN-09347,False,43,32837.92,3,47,17,2,0.358
TRAIN-09348,False,219,65153.08,0,87,15,5,0.758
TRAIN-09349,False,104,24321.07,3,5,8,2,0.281
TRAIN-09350,False,7,34654.58,3,46,16,4,0.513
TRAIN-09351,False,47,20215.45,0,56,12,2,0.209
TRAIN-09352,False,75,51915.24,0,86,18,5,0.986
TRAIN-09353,False,243,65323.73,0,12,18,1,0.756
TRAIN-09354,False,217,69065.02,0,87,18,4,0.745
TRAIN-09355,False,206,23590.44,0,31,18,2,0.374
TRAIN-09356,False,59,33847.36,0,54,19,2,0.624
TRAIN-09357,False,116,46377.22,4,35,19,6,1.104
TRAIN-09358,False,146,15463.54,1,22,22,6,0.495
TRAIN-09359,False,213,14329.63,1,63,15,2,0.198
TRAIN-09360,False,36,37731.06,0,89,13,2,0.395
TRAIN-09361,False,60,4465.02,1,68,19,2,0.054
TRAIN-09362,False,24,27893.14,0,42,7,1,0.294
TRAIN-09363,False,354,58602.89,0,86,17,6,0.827
TRAIN-09364,False,277,47262.39,1,80,18,1,0.534
TRAIN-09365,False,196,22962.94,2,63,18,1,0.358
TRAIN-09366,False,190,64255.42,4,39,19,4,2.387
TRAIN-09367,False,193,65796.91,0,21,15,1,0.788
TRAIN-09368,False,208,13804.9,1,79,10,1,0.33
TRAIN-09369,False,199,56209.88,0,55,19,2,0.562
TRAIN-09370,False,29,28650.73,2,5,21,6,0.46
TRAIN-09371,False,254,56953.37,4,85,12,2,0.726
TRAIN-09372,False,212,6100.89,0,89,19,2,0.079
TRAIN-09373,False,241,47340.03,1,3,11,1,1.424
TRAIN-09374,False,338,55706.7,0,25,14,5,0.811
TRAIN-09375,False,131,61177.76,0,57,11,1,1.369
TRAIN-09376,False,45,34427.55,0,23,19,1,0.405
TRAIN-09377,False,326,5945.65,1,43,21,2,0.196
TRAIN-09378,False,288,18697.13,1,2,21,10,0.45
TRAIN-09379,False,123,56279.98,0,53,21,1,1.425
TRAIN-09380,False,128,48729.23,3,5,23,4,1.547
TRAIN-09381,False,275,15344.25,2,7,18,3,0.2
TRAIN-09382,False,158,74577.89,1,77,17,2,1.098
TRAIN-09383,False,33,3696.9,0,69,20,5,0.057
TRAIN-09384,False,110,41870.09,2,3,14,1,0.886
TRAIN-09385,False,138,7776.33,0,50,18,3,0.079
TRAIN-09386,False,51,15490.09,0,25,16,1,0.302
TRAIN-09387,False,294,70203.36,0,1,15,4,0.836
TRAIN-09388,False,264,42362.0,0,83,21,6,0.425
TRAIN-09389,False,349,43909.23,2,62,17,2,0.441
TRAIN-09390,False,28,13110.02,2,31,22,2,0.151
TRAIN-09391,False,276,45197.25,2,58,13,2,0.981
TRAIN-09392,False,135,51627.37,0,69,6,2,0.645
TRAIN-09393,False,104,49074.26,4,75,16,1,1.603
TRAIN-09394,False,142,52660.36,2,56,22,1,1.117
TRAIN-09395,False,328,30438.01,0,27,7,2,0.861
TRAIN-09396,False,43,31135.36,3,79,19,1,0.982
TRAIN-09397,False,236,18555.09,2,25,23,5,0.339
TRAIN-09398,False,323,19116.79,1,81,16,2,0.239
TRAIN-09399,False,324,67533.01,2,42,7,5,1.564
TRAIN-09400,False,105,9400.53,3,19,11,1,0.191
TRAIN-09401,False,95,9720.63,0,24,13,2,0.166
TRAIN-09402,False,89,1735.52,5,62,15,3,0.02
TRAIN-09403,False,113,48175.05,1,48,22,1,0.68
TRAIN-09404,False,69,59204.95,2,57,7,1,1.348
TRAIN-09405,False,206,23569.58,2,29,9,3,0.82
TRAIN-09406,False,204,48122.38,2,61,6,1,0.496
TRAIN-09407,False,296,29229.71,1,55,20,2,0.695
TRAIN-09408,False,166,73801.0,1,28,14,2,0.995
TRAIN-09409,False,253,69044.86,1,86,9,7,1.323
TRAIN-09410,False,333,48412.6,1,31,18,1,0.638
TRAIN-09411,False,42,1787.81,2,10,13,3,0.044
TRAIN-09412,False,93,14650.24,0,51,21,1,0.233
TRAIN-09413,False,226,17543.58,5,69,8,2,0.178
TRAIN-09414,False,102,26026.95,0,34,10,1,0.724
TRAIN-09415,False,313,26084.92,1,1,14,1,0.284
TRAIN-09416,False,284,25091.98,5,12,8,3,0.39
TRAIN-09417,False,286,55229.26,1,9,8,5,0.656
TRAIN-09418,False,325,28621.42,1,67,20,1,0.292
TRAIN-09419,False,349,73198.62,0,61,19,7,1.332
TRAIN-09420,False,66,46372.76,0,3,21,1,1.777
TRAIN-09421,False,259,71822.06,2,37,19,5,1.591
TRAIN-09422,False,260,49943.94,0,66,11,2,0.849
TRAIN-09423,False,145,20290.9,2,43,17,1,0.304
TRAIN-09424,False,189,47709.1,1,61,14,1,1.673
TRAIN-09425,False,137,17888.77,1,44,15,3,0.302
TRAIN-09426,False,303,48823.45,0,65,22,1,0.538
TRAIN-09427,False,267,57172.59,1,6,23,1,0.727
TRAIN-09428,False,189,59403.2,4,73,13,3,0.747
TRAIN-09429,False,283,65370.71,2,57,19,4,0.676
TRAIN-09430,False,361,19282.69,1,75,22,1,0.196
TRAIN-09431,False,172,22230.62,3,67,15,3,0.292
TRAIN-09432,False,111,58776.18,1,1,17,1,0.636
TRAIN-09433,False,119,19257.23,2,80,8,7,0.251
TRAIN-09434,False,254,37958.4,0,56,23,1,0.525
TRAIN-09435,False,360,23597.38,0,16,11,2,0.605
TRAIN-09436,False,135,43735.22,0,0,23,2,0.884
TRAIN-09437,False,89,7705.28,1,25,9,4,0.275
TRAIN-09438,False,267,66716.92,0,66,18,5,0.837
TRAIN-09439,False,195,5381.12,4,10,18,2,0.086
TRAIN-09440,False,134,8226.95,1,70,20,4,0.084
TRAIN-09441,False,344,53901.36,0,51,19,1,1.552
TRAIN-09442,False,92,63369.01,1,4,11,7,1.255
TRAIN-09443,False,350,48039.51,1,53,16,5,0.958
TRAIN-09444,False,283,29074.27,0,27,19,5,1.072
TRAIN-09445,False,75,64972.49,0,86,11,1,0.968
TRAIN-09446,False,43,27166.83,0,78,22,5,0.573
TRAIN-09447,False,136,51856.37,0,86,17,1,0.745
TRAIN-09448,False,263,15656.67,0,53,10,4,0.167
TRAIN-09449,False,273,44348.24,0,18,13,2,1.638
TRAIN-09450,False,304,31699.42,5,25,13,3,0.501
TRAIN-09451,False,142,33704.92,5,19,21,4,0.87
TRAIN-09452,False,140,14663.57,4,62,16,8,0.182
TRAIN-09453,False,51,8145.16,0,73,18,6,0.115
TRAIN-09454,False,229,70630.95,1,9,9,1,0.759
TRAIN-09455,False,227,33396.08,3,49,12,1,0.686
TRAIN-09456,False,102,39509.02,1,51,10,3,0.426
TRAIN-09457,False,262,56449.15,3,14,8,2,0.83
TRAIN-09458,False,290,12773.02,0,35,14,1,0.367
TRAIN-09459,False,329,53654.01,0,65,13,2,0.805
TRAIN-09460,False,278,56114.39,1,81,12,2,1.171
TRAIN-09461,False,261,59666.65,2,70,15,1,2.377
TRAIN-09462,False,313,57219.56,1,78,11,2,1.057
TRAIN-09463,False,240,50395.03,1,40,13,4,0.905
TRAIN-09464,False,287,39015.05,0,43,12,4,0.449
TRAIN-09465,False,345,23347.91,0,25,12,2,0.597
TRAIN-09466,False,89,72293.95,2,6,22,1,0.995
TRAIN-09467,False,159,21847.96,1,7,10,1,0.462
TRAIN-09468,False,240,17905.87,1,13,10,1,0.295
TRAIN-09469,False,343,38259.76,3,32,14,4,0.44
TRAIN-09470,False,84,42488.29,1,21,6,4,0.876
TRAIN-09471,False,346,66464.48,1,4,9,3,1.248
TRAIN-09472,False,147,32288.93,2,19,8,3,0.385
TRAIN-09473,False,78,26779.91,0,37,13,2,0.315
TRAIN-09474,False,313,71463.87,2,4,19,2,1.394
TRAIN-09475,False,188,68839.31,3,81,19,4,2.37
TRAIN-09476,False,98,33308.49,0,6,8,5,0.494
TRAIN-09477,False,192,72887.77,3,61,17,1,1.156
TRAIN-09478,False,271,71434.04,0,43,20,3,0.933
TRAIN-09479,False,235,7429.18,0,82,8,5,0.097
TRAIN-09480,False,285,26608.28,4,82,18,3,0.347
TRAIN-09481,False,242,63224.11,1,64,23,2,1.273
TRAIN-09482,False,259,57217.1,0,75,9,2,0.617
TRAIN-09483,False,72,18070.76,0,66,14,1,0.246
TRAIN-09484,False,35,43342.64,1,44,18,9,0.477
TRAIN-09485,False,55,1212.87,0,2,14,6,0.016
TRAIN-09486,False,36,59268.55,2,5,19,3,0.643
TRAIN-09487,False,265,25770.87,1,7,12,6,0.274
TRAIN-09488,False,278,70048.92,5,8,15,2,1.734
TRAIN-09489,False,43,4528.56,2,58,15,1,0.075
TRAIN-09490,False,260,14960.15,5,54,10,6,0.449
TRAIN-09491,False,141,35642.21,5,18,18,3,0.44
TRAIN-09492,False,209,67842.63,2,20,10,2,0.982
TRAIN-09493,False,120,29385.39,0,12,13,1,0.326
TRAIN-09494,False,129,53794.05,3,55,13,1,0.691
TRAIN-09495,False,257,29852.09,0,64,9,1,1.133
TRAIN-09496,False,62,44312.04,2,69,16,1,0.64
TRAIN-09497,False,99,55633.07,4,23,19,1,0.597
TRAIN-09498,False,145,33773.16,4,89,22,6,0.714
TRAIN-09499,False,351,46664.38,0,66,21,2,0.589
TRAIN-09500,False,110,42820.63,2,19,12,4,0.644
TRAIN-09501,False,81,48410.32,0,23,20,2,1.515
TRAIN-09502,False,105,66192.54,1,47,16,1,1.436
TRAIN-09503,False,172,51844.63,1,45,12,1,0.526
TRAIN-09504,False,104,31865.68,3,5,21,1,0.359
TRAIN-09505,False,329,22803.18,1,15,14,3,0.879
TRAIN-09506,False,241,64939.12,1,70,20,2,1.148
TRAIN-09507,False,183,55603.54,2,1,6,1,0.668
TRAIN-09508,False,161,56439.21,0,63,15,1,0.63
TRAIN-09509,False,118,35219.74,1,21,18,5,0.46
TRAIN-09510,False,177,15483.37,0,39,14,3,0.255
TRAIN-09511,False,62,12675.23,0,75,16,7,0.271
TRAIN-09512,False,327,67302.2,1,20,7,1,2.088
TRAIN-09513,False,74,74348.28,2,65,17,1,1.536
TRAIN-09514,False,27,10514.22,1,2,22,6,0.204
TRAIN-09515,False,260,74657.52,2,60,6,7,0.999
TRAIN-09516,False,18,6207.22,5,63,14,3,0.114
TRAIN-09517,False,256,41976.35,0,28,21,2,1.218
TRAIN-09518,False,204,5658.68,0,73,13,1,0.061
TRAIN-09519,False,151,50207.5,2,77,15,9,1.013
TRAIN-09520,False,353,24943.74,0,74,14,3,0.448
TRAIN-09521,False,32,18568.26,0,81,11,2,0.72
TRAIN-09522,False,198,6119.22,2,5,7,9,0.087
TRAIN-09523,False,249,60556.61,5,79,17,1,1.673
TRAIN-09524,False,50,34861.32,5,33,6,3,0.522
TRAIN-09525,False,160,35771.2,1,84,12,1,0.47
TRAIN-09526,False,61,27509.19,3,41,8,2,0.669
TRAIN-09527,False,125,51882.27,1,16,22,2,0.962
TRAIN-09528,False,237,72525.47,0,58,14,5,0.817
TRAIN-09529,False,283,41340.48,1,17,23,3,0.528
TRAIN-09530,False,252,54907.04,1,12,23,2,0.633
TRAIN-09531,False,325,58161.88,0,87,20,2,0.616
TRAIN-09532,False,243,62246.86,1,83,9,2,0.696
TRAIN-09533,False,130,7971.07,2,0,7,4,0.111
TRAIN-09534,False,83,12725.29,1,51,11,1,0.172
TRAIN-09535,False,250,13312.81,5,30,19,4,0.192
TRAIN-09536,False,157,53652.53,2,3,11,5,0.691
TRAIN-09537,False,358,69319.48,1,25,22,3,1.812
TRAIN-09538,False,160,56940.06,3,19,23,1,1.861
TRAIN-09539,False,55,47304.24,0,55,16,3,0.734
TRAIN-09540,False,359,58882.49,1,74,11,2,0.908
TRAIN-09541,False,218,17940.5,1,13,10,1,0.363
TRAIN-09542,False,113,11563.4,0,54,7,1,0.159
TRAIN-09543,False,277,48082.16,3,31,6,2,0.747
TRAIN-09544,False,288,49477.89,4,9,10,1,1.405
TRAIN-09545,False,321,15311.78,2,87,19,2,0.443
TRAIN-09546,False,49,4983.5,0,81,14,2,0.054
TRAIN-09547,False,25,54543.37,2,4,8,1,0.756
TRAIN-09548,False,237,9197.74,1,65,17,3,0.294
TRAIN-09549,False,356,5209.47,3,41,6,3,0.109
TRAIN-09550,False,85,62057.93,2,43,7,5,1.852
TRAIN-09551,False,86,67950.45,1,42,7,9,1.759
TRAIN-09552,False,240,60255.34,0,7,21,1,2.352
TRAIN-09553,False,316,44409.54,0,30,21,6,0.454
TRAIN-09554,False,308,7446.88,0,14,15,1,0.139
TRAIN-09555,False,276,37875.7,5,63,16,4,1.27
TRAIN-09556,False,290,26525.94,0,37,23,4,0.526
TRAIN-09557,False,306,5374.0,0,42,13,8,0.066
TRAIN-09558,False,155,69310.89,1,79,7,2,0.841
TRAIN-09559,False,350,14872.03,2,39,21,2,0.174
TRAIN-09560,False,296,63870.0,3,70,12,2,1.128
TRAIN-09561,False,332,28596.93,3,4,17,2,0.574
TRAIN-09562,False,283,5942.94,1,44,20,2,0.099
TRAIN-09563,False,12,33466.88,1,60,19,10,0.582
TRAIN-09564,False,68,73988.6,1,7,18,1,2.688
TRAIN-09565,False,89,58470.0,0,2,21,1,0.751
TRAIN-09566,False,179,17934.81,0,18,22,1,0.25
TRAIN-09567,False,240,40459.0,0,59,23,2,1.199
TRAIN-09568,False,220,45567.86,0,66,16,1,0.58
TRAIN-09569,False,168,23943.34,2,38,22,1,0.505
TRAIN-09570,False,157,18154.83,1,35,19,4,0.483
TRAIN-09571,False,205,13504.11,2,76,17,1,0.139
TRAIN-09572,False,268,8511.69,3,68,13,1,0.091
TRAIN-09573,False,316,48541.27,4,40,16,6,0.713
TRAIN-09574,False,317,12359.85,1,86,20,1,0.234
TRAIN-09575,False,317,45555.95,3,52,9,6,0.837
TRAIN-09576,False,30,6526.55,0,31,21,2,0.217
TRAIN-09577,False,277,35630.14,1,59,22,3,0.521
TRAIN-09578,False,293,64113.66,0,7,20,7,1.803
TRAIN-09579,False,164,41789.29,0,6,6,5,0.436
TRAIN-09580,False,325,25172.62,1,34,19,4,0.336
TRAIN-09581,False,2,25403.77,4,0,19,2,0.942
TRAIN-09582,False,94,61179.03,2,20,22,2,0.753
TRAIN-09583,False,234,15221.93,1,33,6,2,0.589
TRAIN-09584,False,59,43822.05,0,34,9,2,0.577
TRAIN-09585,False,54,37438.4,5,24,21,3,0.645
TRAIN-09586,False,118,2896.72,3,42,13,5,0.073
TRAIN-09587,False,29,9134.09,1,42,9,5,0.142
TRAIN-09588,False,219,21525.35,0,67,17,4,0.441
TRAIN-09589,False,88,15709.7,0,57,15,4,0.179
TRAIN-09590,False,62,64201.61,4,45,7,1,1.061
TRAIN-09591,False,166,72479.95,2,3,6,2,1.088
TRAIN-09592,False,114,66886.47,0,68,10,5,2.148
TRAIN-09593,False,18,11262.17,5,13,16,5,0.204
TRAIN-09594,False,89,4076.63,2,86,19,3,0.06
TRAIN-09595,False,365,60891.85,0,59,9,4,0.968
TRAIN-09596,False,308,59000.89,1,47,6,5,1.022
TRAIN-09597,False,305,35235.04,1,65,20,5,0.481
TRAIN-09598,False,299,19942.11,2,84,12,1,0.391
TRAIN-09599,False,57,1095.14,4,81,23,1,0.018
TRAIN-09600,False,102,6335.61,0,58,8,6,0.215
TRAIN-09601,False,353,15184.43,2,54,9,2,0.273
TRAIN-09602,False,260,73309.3,0,65,13,5,0.837
TRAIN-09603,False,12,31861.09,2,57,8,1,0.617
TRAIN-09604,False,353,4621.54,1,69,14,3,0.065
TRAIN-09605,False,344,36160.38,1,53,14,7,0.431
TRAIN-09606,False,101,20593.95,2,39,12,1,0.532
TRAIN-09607,False,265,39384.14,2,40,8,1,0.665
TRAIN-09608,False,56,36894.16,3,48,13,2,0.538
TRAIN-09609,False,100,62196.41,1,68,19,4,1.549
TRAIN-09610,False,32,1210.76,4,26,23,4,0.022
TRAIN-09611,False,149,17883.47,0,15,10,8,0.208
TRAIN-09612,False,300,13814.83,1,82,10,1,0.203
TRAIN-09613,False,228,30857.3,4,86,13,2,0.474
TRAIN-09614,False,243,48448.34,0,12,13,1,0.617
TRAIN-09615,False,274,69240.6,0,46,12,1,2.022
TRAIN-09616,False,161,56706.31,0,17,18,2,1.472
TRAIN-09617,False,234,9211.93,0,67,14,2,0.105
TRAIN-09618,False,224,27121.82,1,69,14,1,0.7
TRAIN-09619,False,297,6748.71,0,56,14,3,0.115
TRAIN-09620,False,218,22805.27,1,9,11,5,0.293
TRAIN-09621,False,154,45808.69,2,57,19,3,0.963
TRAIN-09622,False,165,26706.18,3,85,10,1,0.612
TRAIN-09623,False,34,52313.11,1,31,18,2,1.213
TRAIN-09624,False,303,65403.22,3,21,22,1,1.112
TRAIN-09625,False,249,54504.46,0,2,21,5,1.74
TRAIN-09626,False,330,6218.02,4,3,13,1,0.111
TRAIN-09627,False,303,21909.4,1,77,10,2,0.542
TRAIN-09628,False,244,36356.39,0,24,11,7,0.729
TRAIN-09629,False,59,71330.9,1,42,17,1,0.87
TRAIN-09630,False,223,40734.6,1,58,18,1,1.35
TRAIN-09631,False,90,67527.08,0,63,9,2,1.253
TRAIN-09632,False,300,44454.99,3,36,14,2,0.605
TRAIN-09633,False,288,14517.77,0,22,14,2,0.157
TRAIN-09634,False,159,12981.97,2,47,16,7,0.164
TRAIN-09635,False,139,74347.2,1,14,11,1,1.28
TRAIN-09636,False,46,29023.72,0,5,18,4,0.752
TRAIN-09637,False,73,18770.32,1,60,20,2,0.307
TRAIN-09638,False,164,15253.68,4,72,23,1,0.468
TRAIN-09639,False,246,52743.58,0,73,7,2,0.815
TRAIN-09640,False,60,43991.05,1,39,22,1,0.781
TRAIN-09641,False,152,51356.58,3,14,8,5,0.801
TRAIN-09642,False,119,54542.03,1,5,6,2,0.671
TRAIN-09643,False,309,16498.12,2,62,13,2,0.607
TRAIN-09644,False,354,30025.8,1,0,20,1,0.447
TRAIN-09645,False,19,42295.38,0,8,18,1,1.487
TRAIN-09646,False,145,29536.09,1,41,6,4,0.487
TRAIN-09647,False,88,61630.55,0,1,8,2,1.182
TRAIN-09648,False,150,44608.78,0,57,23,1,1.393
TRAIN-09649,False,242,70679.53,0,46,13,1,0.778
TRAIN-09650,False,254,45011.94,0,68,13,5,1.196
TRAIN-09651,False,64,68171.88,3,64,9,4,2.197
TRAIN-09652,False,284,71881.22,0,83,7,1,1.156
TRAIN-09653,False,115,56654.77,0,68,14,1,0.584
TRAIN-09654,False,339,36733.21,0,80,12,2,0.607
TRAIN-09655,False,71,44665.52,0,18,15,5,1.178
TRAIN-09656,False,71,12214.22,1,61,10,2,0.28
TRAIN-09657,False,126,16836.97,2,20,18,1,0.184
TRAIN-09658,False,352,50583.4,0,19,20,2,1.555
TRAIN-09659,False,334,66777.6,5,45,22,1,0.877
TRAIN-09660,False,344,68078.99,3,28,6,3,0.797
TRAIN-09661,False,357,6737.77,2,10,10,1,0.072
TRAIN-09662,False,338,11098.84,0,21,19,9,0.215
TRAIN-09663,False,309,37174.74,0,65,22,1,1.36
TRAIN-09664,False,318,16917.85,1,33,23,1,0.627
TRAIN-09665,False,311,13627.24,0,56,20,2,0.156
TRAIN-09666,False,142,70487.21,0,76,15,1,0.881
TRAIN-09667,False,73,58987.62,1,82,20,6,0.956
